Ever_Married,Age,Profession,Work_Experience,Family_Size,Var_1,Segmentation,Gender_Male,Graduated_Yes,Spending_Score_High,Spending_Score_Low
Yes,58,Artist,0,5,Cat_6,C,0,1,0,0
No,30,Homemaker,8,9,Cat_4,A,0,0,0,1
No,23,Healthcare,0,3,Cat_6,D,0,0,0,1
Yes,59,Artist,9,4,Cat_6,C,1,1,0,0
Yes,56,Doctor,0,2,Cat_6,D,0,1,0,1
Yes,40,Artist,8,1,Cat_6,B,0,1,0,1
Yes,68,Artist,1,2,Cat_6,A,0,1,0,1
No,29,Artist,1,6,Cat_6,A,1,1,0,1
Yes,55,Artist,1,3,Cat_6,C,0,1,0,0
No,21,Healthcare,1,4,Cat_6,D,1,0,0,1
No,19,Engineer,1,4,Cat_6,D,0,0,0,1
Yes,41,Healthcare,1,4,Cat_6,D,0,0,0,0
No,41,Artist,4,1,Cat_3,A,1,1,0,1
No,33,Doctor,1,2,Cat_3,C,1,0,0,1
Yes,31,Artist,NA,2,Cat_6,B,1,0,0,0
No,41,Artist,6,1,Cat_3,B,1,1,0,1
Yes,35,Executive,0,4,Cat_6,A,1,1,1,0
Yes,41,Entertainment,9,2,Cat_6,B,1,1,0,0
Yes,81,Lawyer,NA,2,Cat_6,C,1,1,1,0
No,26,Healthcare,0,3,Cat_6,D,1,0,0,1
Yes,42,Executive,3,5,Cat_6,B,1,0,1,0
Yes,53,Artist,0,2,Cat_6,C,0,1,0,0
Yes,33,Entertainment,3,3,Cat_4,D,0,1,0,0
Yes,39,Artist,0,2,Cat_6,C,1,1,0,1
Yes,83,Executive,NA,2,Cat_6,B,1,1,1,0
No,25,Artist,6,3,Cat_6,C,0,0,0,1
No,40,Entertainment,0,2,Cat_2,A,1,1,0,1
No,22,Healthcare,0,4,Cat_3,D,0,0,0,1
Yes,37,Artist,1,2,Cat_6,C,0,1,0,0
Yes,65,Artist,0,2,Cat_6,B,0,1,0,1
Yes,49,Artist,0,2,Cat_6,C,1,1,0,0
Yes,38,Engineer,1,2,Cat_6,C,0,1,0,1
Yes,65,Artist,0,2,Cat_6,C,0,1,0,0
Yes,48,Engineer,0,5,NA,C,0,0,0,0
Yes,52,Entertainment,1,4,Cat_2,C,1,1,0,1
Yes,73,Lawyer,2,1,Cat_6,D,1,1,0,1
No,48,Engineer,1,1,Cat_6,B,0,1,0,1
No,25,Doctor,8,2,Cat_6,D,1,1,0,1
No,31,Healthcare,9,3,Cat_7,D,1,1,0,1
No,25,Entertainment,8,9,Cat_6,C,1,0,0,1
No,21,Doctor,0,NA,Cat_6,D,1,0,0,1
No,20,Healthcare,0,4,Cat_6,D,1,0,0,1
No,25,Executive,0,3,Cat_6,A,1,0,0,1
Yes,25,Artist,8,2,Cat_7,A,1,1,0,1
No,29,Entertainment,1,3,Cat_6,B,1,0,0,1
Yes,72,Entertainment,7,3,Cat_6,B,0,0,0,0
Yes,48,Artist,0,2,Cat_6,B,1,1,1,0
No,28,Doctor,1,5,Cat_2,D,1,0,0,1
Yes,42,Artist,3,3,Cat_2,C,0,1,1,0
Yes,32,Artist,8,3,Cat_6,A,0,1,0,1
Yes,49,Artist,0,1,Cat_6,B,1,1,0,1
Yes,55,Artist,1,2,Cat_6,C,0,1,0,0
Yes,40,Artist,0,3,Cat_6,A,0,1,0,0
No,37,Doctor,0,3,Cat_6,A,0,1,0,1
No,27,Healthcare,3,4,Cat_6,D,1,0,0,1
Yes,32,Homemaker,4,2,Cat_3,B,0,1,1,0
Yes,36,Executive,7,4,Cat_6,A,1,0,1,0
No,28,Homemaker,11,1,NA,D,0,1,0,1
Yes,72,Entertainment,0,NA,Cat_1,C,1,0,0,0
No,18,Entertainment,1,4,Cat_6,D,1,0,0,1
No,36,Artist,1,1,Cat_4,B,0,1,0,1
Yes,29,Homemaker,NA,3,Cat_3,A,0,0,1,0
Yes,88,Lawyer,1,2,Cat_6,C,0,1,1,0
No,38,Engineer,NA,1,Cat_6,D,0,1,0,1
Yes,87,Lawyer,NA,1,Cat_6,B,1,1,0,1
Yes,51,Artist,8,3,Cat_2,A,1,1,0,1
Yes,51,Entertainment,1,4,Cat_6,B,1,1,0,0
No,31,Artist,3,2,Cat_6,A,1,0,0,1
Yes,47,Artist,1,3,Cat_6,C,0,1,0,0
Yes,70,Artist,NA,2,Cat_6,A,0,0,1,0
No,31,Healthcare,NA,4,Cat_6,B,1,0,0,1
No,29,Healthcare,0,6,Cat_6,D,1,1,0,1
No,20,Healthcare,0,NA,Cat_6,D,0,0,0,1
No,41,Artist,1,NA,Cat_4,A,0,1,0,1
Yes,68,Entertainment,4,2,Cat_6,A,1,0,0,0
Yes,28,Artist,NA,2,Cat_6,B,1,1,0,1
No,32,Doctor,0,4,Cat_3,D,1,1,0,1
Yes,75,Lawyer,1,1,Cat_6,A,1,1,0,1
No,39,Healthcare,0,1,Cat_6,A,0,1,0,1
No,18,Healthcare,1,3,Cat_6,D,1,0,0,1
Yes,42,Artist,2,2,Cat_6,B,0,1,0,0
Yes,48,Executive,0,4,Cat_4,A,1,1,0,0
Yes,70,Artist,0,2,Cat_6,C,0,1,1,0
Yes,45,Artist,1,2,Cat_6,B,1,1,0,0
No,29,Healthcare,0,4,Cat_6,A,0,1,0,1
Yes,50,Entertainment,1,3,Cat_6,C,1,1,0,0
No,22,Healthcare,0,6,Cat_4,D,0,0,0,1
Yes,46,Artist,0,2,Cat_6,C,1,1,0,1
Yes,39,Artist,NA,2,Cat_4,A,1,0,0,1
Yes,81,Lawyer,8,2,Cat_6,C,0,1,1,0
Yes,49,Artist,1,3,Cat_6,C,0,1,0,0
No,43,Doctor,1,NA,Cat_6,A,1,1,0,1
Yes,66,Artist,1,2,Cat_6,B,1,1,1,0
No,53,Artist,0,2,NA,A,0,1,0,1
No,29,Artist,12,1,Cat_6,A,0,1,0,1
Yes,86,Lawyer,0,2,Cat_6,C,0,1,1,0
Yes,70,Artist,1,3,Cat_6,C,1,1,0,0
Yes,36,Artist,1,2,Cat_6,B,0,1,0,0
No,35,Artist,1,2,Cat_3,A,1,1,0,1
Yes,42,Artist,0,2,Cat_2,C,0,1,1,0
Yes,49,Doctor,NA,3,Cat_6,B,0,1,1,0
No,20,Artist,0,3,Cat_6,D,0,0,0,1
Yes,27,Engineer,1,9,Cat_3,D,0,0,0,0
Yes,56,Artist,4,1,Cat_6,B,1,1,0,1
Yes,67,Artist,1,1,Cat_6,B,1,0,0,1
Yes,51,Artist,0,1,Cat_6,B,0,1,0,1
Yes,49,Artist,1,3,Cat_6,C,1,1,0,0
Yes,51,Artist,1,3,Cat_3,A,1,0,0,1
No,26,Artist,1,9,Cat_6,C,0,1,0,1
No,59,Entertainment,NA,3,Cat_6,B,1,1,0,1
Yes,31,Entertainment,1,1,Cat_6,A,0,1,0,1
Yes,43,Executive,1,3,Cat_4,A,1,0,1,0
Yes,59,Executive,7,5,Cat_6,B,1,0,0,0
No,35,Engineer,4,1,Cat_6,A,0,1,0,1
No,18,Healthcare,14,NA,Cat_6,D,1,0,0,1
No,48,Entertainment,9,2,Cat_6,A,0,1,0,1
Yes,88,Lawyer,1,2,Cat_6,B,0,1,1,0
No,30,Healthcare,12,6,Cat_6,D,0,1,0,1
No,22,Healthcare,6,3,Cat_3,D,0,0,0,1
Yes,66,Artist,1,2,Cat_6,C,1,1,1,0
Yes,81,Engineer,0,2,Cat_6,B,0,0,1,0
Yes,36,Doctor,14,2,Cat_6,A,0,0,0,0
Yes,30,Doctor,NA,2,Cat_4,A,1,0,0,0
No,50,Engineer,1,1,Cat_6,B,0,1,0,1
Yes,51,Artist,1,2,Cat_7,B,1,1,0,1
Yes,66,Lawyer,0,3,Cat_6,A,1,1,1,0
Yes,39,Engineer,8,2,Cat_6,C,0,1,0,0
No,28,Entertainment,0,5,Cat_2,D,0,0,0,1
Yes,35,Executive,NA,3,Cat_6,A,1,1,0,0
Yes,50,Artist,1,1,Cat_6,A,0,1,0,1
No,27,Entertainment,NA,2,Cat_6,A,1,1,0,1
Yes,60,Marketing,1,5,Cat_6,C,1,1,1,0
Yes,52,Entertainment,1,4,Cat_3,B,1,0,0,0
Yes,32,Marketing,4,3,Cat_6,D,1,0,0,1
Yes,42,Doctor,0,1,Cat_4,B,0,1,0,1
No,48,Entertainment,1,2,Cat_6,D,1,1,0,1
Yes,75,Lawyer,NA,2,Cat_6,A,1,1,1,0
No,26,Homemaker,8,2,Cat_6,A,1,1,0,1
No,21,Healthcare,0,7,Cat_3,D,0,0,0,1
No,53,Artist,7,1,Cat_6,C,0,0,0,1
No,32,Doctor,0,3,Cat_6,D,1,1,0,1
Yes,56,Doctor,1,2,Cat_3,C,0,1,0,0
No,36,Artist,8,4,Cat_3,D,0,1,0,1
Yes,83,Lawyer,0,2,Cat_6,B,1,1,0,1
Yes,42,Executive,1,2,Cat_6,D,1,1,0,1
Yes,66,Lawyer,NA,2,Cat_6,A,0,0,1,0
Yes,62,Executive,0,2,Cat_6,B,1,1,1,0
Yes,40,Executive,0,4,Cat_4,D,1,0,0,1
No,38,Artist,2,1,Cat_4,D,1,1,0,1
No,18,Healthcare,1,5,Cat_4,D,1,0,0,1
Yes,62,Artist,3,2,Cat_6,C,0,1,0,1
No,23,Healthcare,1,4,Cat_6,D,1,0,0,1
Yes,56,NA,0,2,Cat_6,B,0,1,0,0
No,42,Artist,8,1,Cat_6,A,1,1,0,1
No,32,Marketing,0,4,Cat_6,A,0,0,0,1
No,28,Marketing,0,5,Cat_4,A,0,0,0,1
Yes,77,Lawyer,0,NA,Cat_6,D,1,0,0,1
Yes,35,Executive,8,4,Cat_6,C,1,1,1,0
No,30,Healthcare,8,NA,Cat_2,D,0,1,0,1
No,53,Engineer,1,2,Cat_6,A,0,1,0,1
No,27,NA,1,1,Cat_6,A,0,1,0,1
NA,53,Entertainment,8,4,Cat_2,B,0,1,0,0
Yes,52,Executive,1,4,Cat_6,B,1,1,1,0
No,29,Doctor,3,3,Cat_4,A,1,1,0,1
No,36,Artist,6,3,Cat_2,B,1,1,0,1
No,41,Artist,0,1,Cat_6,A,0,1,0,1
Yes,72,Executive,0,4,Cat_6,C,1,1,1,0
Yes,50,Engineer,1,2,Cat_6,A,0,1,0,1
Yes,79,Lawyer,0,2,Cat_6,C,0,1,1,0
No,23,Marketing,4,4,Cat_6,D,0,0,0,1
No,25,Healthcare,0,1,Cat_6,D,0,1,0,1
No,40,Doctor,1,1,Cat_6,B,0,1,0,1
Yes,27,Healthcare,2,2,Cat_3,A,1,1,0,0
Yes,62,Artist,4,7,Cat_7,A,0,1,0,0
Yes,29,Healthcare,2,2,Cat_2,B,1,1,0,0
No,31,Doctor,6,2,Cat_3,A,0,0,0,1
Yes,37,Engineer,NA,2,Cat_6,A,1,0,0,0
No,28,Healthcare,1,4,Cat_6,C,1,1,0,1
No,26,Artist,1,5,Cat_6,A,0,1,0,1
No,33,Healthcare,1,3,Cat_6,B,0,0,0,1
Yes,59,Artist,NA,4,Cat_6,A,1,1,0,1
Yes,57,Artist,NA,2,Cat_6,C,1,1,0,0
No,43,Marketing,1,1,Cat_6,D,0,1,0,1
Yes,50,Entertainment,0,4,Cat_2,B,0,1,0,0
No,29,Artist,14,2,Cat_6,B,0,1,0,1
No,29,Engineer,0,5,Cat_3,A,1,0,0,1
NA,28,Doctor,NA,8,Cat_4,D,0,1,1,0
Yes,37,Artist,5,2,Cat_6,D,0,1,0,1
Yes,75,Lawyer,2,4,Cat_6,B,0,1,1,0
No,19,Entertainment,0,6,Cat_4,A,1,0,0,1
No,42,Artist,1,1,Cat_3,B,0,1,0,1
No,22,Healthcare,1,5,NA,D,1,0,0,1
Yes,28,Doctor,0,2,Cat_2,A,0,1,0,0
Yes,45,Artist,0,4,Cat_6,B,1,1,0,0
Yes,51,Entertainment,0,3,NA,D,1,1,0,1
No,40,Entertainment,1,1,Cat_4,A,1,0,0,1
No,42,Artist,12,1,Cat_3,A,1,1,0,1
No,49,Artist,3,1,Cat_6,C,0,1,0,1
Yes,46,NA,NA,3,Cat_6,C,0,1,0,0
Yes,46,Entertainment,8,2,Cat_6,D,1,0,0,1
Yes,29,Artist,1,3,Cat_3,B,1,1,0,0
Yes,72,Lawyer,0,2,Cat_6,A,0,1,1,0
No,26,Healthcare,0,3,Cat_3,C,1,1,0,1
Yes,50,Engineer,2,3,Cat_6,C,0,1,0,0
No,33,Doctor,0,3,Cat_6,C,1,1,0,1
Yes,57,Doctor,NA,1,Cat_6,A,1,1,0,1
Yes,35,Artist,7,2,Cat_6,C,0,1,0,0
Yes,51,Artist,1,6,Cat_6,C,0,1,0,0
Yes,52,Entertainment,0,6,Cat_4,C,1,1,0,0
No,20,Entertainment,5,2,Cat_6,D,1,0,0,1
No,33,Marketing,1,6,Cat_4,D,1,0,0,1
Yes,58,Artist,0,3,Cat_3,C,1,1,0,0
No,37,Artist,NA,1,Cat_6,A,0,0,0,1
Yes,38,Doctor,1,4,Cat_3,A,0,1,0,1
No,27,Healthcare,14,1,Cat_6,D,0,0,0,1
Yes,43,Entertainment,8,2,Cat_6,B,1,1,0,1
No,18,Healthcare,0,5,Cat_6,D,0,0,0,1
No,29,Healthcare,0,3,Cat_6,D,0,0,0,1
Yes,86,Lawyer,2,2,Cat_6,A,1,0,0,0
No,32,Healthcare,7,5,Cat_3,D,1,0,0,1
Yes,52,Engineer,0,6,Cat_4,A,0,0,0,1
Yes,53,Artist,1,4,Cat_6,C,1,1,0,0
No,29,Healthcare,9,3,Cat_3,D,1,0,0,1
Yes,58,Artist,2,1,Cat_6,A,1,1,0,1
No,22,Healthcare,NA,5,Cat_2,D,1,0,0,1
NA,72,Lawyer,0,NA,Cat_6,A,1,NA,1,0
Yes,39,Artist,0,4,Cat_6,C,0,1,0,0
Yes,40,Engineer,12,3,Cat_6,A,1,1,0,0
No,23,Healthcare,3,5,Cat_6,D,0,0,0,1
Yes,79,Lawyer,14,3,Cat_6,C,0,1,1,0
Yes,70,Lawyer,0,2,Cat_6,B,0,1,1,0
No,27,Artist,0,6,Cat_6,D,0,0,0,1
Yes,47,Executive,1,2,Cat_3,B,1,0,1,0
Yes,58,Executive,3,4,Cat_3,B,1,1,0,0
Yes,26,Entertainment,NA,6,Cat_4,D,1,0,1,0
Yes,40,Engineer,6,5,Cat_4,D,1,0,0,0
Yes,35,Executive,1,2,Cat_6,A,1,1,0,0
Yes,31,Healthcare,0,2,Cat_6,C,1,1,0,1
Yes,43,Artist,1,4,Cat_3,C,0,1,1,0
No,21,Doctor,4,3,Cat_2,D,1,0,0,1
No,29,Artist,1,3,Cat_6,C,0,1,0,1
No,18,Healthcare,1,3,Cat_6,D,0,0,0,1
No,28,Artist,0,3,Cat_4,B,1,1,0,1
No,27,Healthcare,0,4,Cat_6,C,0,1,0,1
Yes,47,Doctor,8,2,Cat_6,C,0,1,0,0
Yes,52,Marketing,1,4,Cat_6,C,1,1,1,0
No,42,Marketing,5,2,Cat_6,D,0,0,0,1
Yes,57,Artist,2,3,Cat_6,C,0,1,1,0
Yes,61,Executive,0,2,Cat_6,C,1,1,1,0
No,33,Artist,0,3,Cat_4,C,1,1,0,1
Yes,41,Artist,11,4,Cat_6,C,0,1,0,0
No,39,Doctor,9,3,Cat_6,A,0,1,0,1
No,40,Doctor,4,2,Cat_6,C,1,1,0,1
Yes,52,Artist,1,3,Cat_2,C,0,1,0,1
Yes,48,Artist,NA,2,Cat_3,B,0,1,0,0
No,33,Doctor,NA,3,Cat_6,D,0,1,0,1
No,43,Artist,0,1,Cat_3,A,1,1,0,1
No,51,Artist,0,1,Cat_6,B,0,1,0,1
Yes,36,Entertainment,6,2,Cat_6,B,0,1,0,1
Yes,38,Entertainment,8,2,Cat_3,B,1,1,0,1
No,30,Artist,0,5,Cat_2,A,0,1,0,1
No,39,Marketing,1,4,Cat_3,D,1,1,0,1
No,46,Entertainment,1,2,Cat_6,A,0,1,0,1
Yes,43,Executive,3,4,Cat_6,B,1,0,1,0
Yes,70,Lawyer,0,2,Cat_6,B,1,1,1,0
Yes,41,Entertainment,9,1,Cat_7,D,0,1,0,1
Yes,39,Engineer,1,1,Cat_3,A,0,1,0,1
No,51,Artist,0,2,Cat_6,C,0,1,0,1
No,20,Healthcare,1,4,Cat_6,D,1,0,0,1
Yes,30,Doctor,NA,2,Cat_3,B,0,1,0,0
No,26,Marketing,10,1,Cat_6,D,1,1,0,1
No,31,Marketing,4,1,Cat_3,D,1,0,0,1
No,33,Healthcare,0,3,Cat_4,B,0,1,0,1
No,21,Doctor,NA,NA,Cat_6,D,0,0,0,1
Yes,83,Lawyer,NA,2,Cat_6,B,1,0,1,0
Yes,70,Engineer,0,2,Cat_6,B,0,1,1,0
Yes,60,Artist,NA,3,Cat_6,C,0,0,0,0
No,33,Healthcare,1,NA,Cat_6,A,1,1,0,1
No,71,Engineer,1,1,Cat_4,A,0,0,0,1
Yes,29,Engineer,5,2,Cat_4,A,1,1,0,1
No,41,Marketing,1,1,Cat_6,D,0,0,0,1
Yes,55,Artist,1,2,Cat_6,C,1,1,0,0
No,29,Entertainment,1,4,Cat_4,C,1,0,0,1
Yes,76,Lawyer,1,1,Cat_6,A,1,1,0,1
No,23,Healthcare,0,NA,Cat_6,D,0,0,0,1
No,18,Healthcare,7,3,Cat_4,D,0,0,0,1
Yes,49,Engineer,6,3,Cat_3,D,0,1,0,1
No,19,Healthcare,9,5,Cat_6,D,1,0,0,1
Yes,81,Executive,1,3,Cat_6,C,1,1,1,0
No,35,Artist,9,1,Cat_6,B,0,1,0,1
Yes,59,Doctor,0,2,Cat_6,B,1,0,0,0
No,32,Healthcare,1,5,Cat_4,B,0,0,0,1
Yes,35,Artist,NA,4,Cat_3,D,1,1,0,0
Yes,56,NA,NA,3,Cat_4,D,0,0,0,0
Yes,63,Artist,1,1,Cat_2,C,0,1,0,1
No,21,Healthcare,0,3,Cat_4,D,0,0,0,1
Yes,77,Lawyer,0,3,Cat_6,A,0,0,1,0
No,36,Artist,2,1,Cat_6,C,1,1,0,1
No,22,Healthcare,0,5,Cat_4,D,0,0,0,1
Yes,26,Executive,5,4,Cat_6,D,1,0,1,0
Yes,82,Lawyer,7,1,Cat_6,A,1,1,0,1
No,18,Healthcare,2,4,Cat_6,D,1,0,0,1
Yes,35,Artist,0,2,Cat_6,C,1,1,0,0
Yes,36,Doctor,0,2,Cat_7,A,1,0,0,0
Yes,59,Artist,1,2,Cat_6,A,1,1,0,1
Yes,61,Artist,0,2,Cat_6,C,1,0,0,0
No,37,Entertainment,0,1,Cat_6,A,0,1,0,1
No,25,Healthcare,1,5,Cat_4,B,0,0,0,1
No,28,Healthcare,0,4,Cat_2,B,0,0,0,1
Yes,56,Artist,NA,2,Cat_6,C,0,1,0,1
No,29,Healthcare,0,4,Cat_7,B,1,1,0,1
Yes,86,Lawyer,1,2,Cat_6,C,0,1,1,0
No,45,Artist,0,2,Cat_6,A,1,1,0,1
No,33,Homemaker,9,1,Cat_6,D,0,0,0,1
No,20,Healthcare,1,4,NA,D,1,0,0,1
No,25,Artist,NA,5,Cat_4,B,0,1,0,1
Yes,59,Artist,1,3,Cat_6,C,1,1,0,0
NA,51,Engineer,9,4,Cat_4,B,0,0,0,0
No,20,Healthcare,3,3,Cat_1,D,0,0,0,1
Yes,62,Artist,1,3,Cat_3,C,0,NA,0,0
Yes,75,Lawyer,0,1,Cat_6,D,1,0,0,1
No,47,Entertainment,2,NA,Cat_1,A,1,1,0,1
No,32,Homemaker,8,1,Cat_6,D,0,0,0,1
Yes,62,Entertainment,2,4,Cat_3,C,1,NA,0,0
No,43,Artist,1,1,Cat_6,A,0,1,0,1
Yes,69,Lawyer,1,1,Cat_6,B,1,1,0,1
Yes,38,Entertainment,1,3,Cat_4,A,1,0,0,1
No,29,Engineer,1,4,Cat_6,C,0,0,0,1
Yes,56,Artist,0,1,Cat_6,D,1,1,0,1
Yes,51,Engineer,NA,3,Cat_4,B,0,0,0,0
Yes,53,Executive,9,1,Cat_4,D,1,1,0,1
No,37,Artist,1,1,Cat_3,A,0,1,0,1
Yes,28,Executive,1,5,Cat_6,A,1,0,1,0
Yes,48,Artist,NA,3,Cat_4,A,0,1,0,0
Yes,74,Artist,0,2,Cat_6,B,0,1,0,0
Yes,51,Entertainment,1,4,Cat_6,C,1,1,0,0
Yes,88,Lawyer,0,1,Cat_6,D,0,1,0,1
Yes,50,Artist,0,2,Cat_3,C,0,1,0,0
No,19,Healthcare,1,7,Cat_4,D,1,0,0,1
No,28,Healthcare,5,NA,Cat_6,D,0,1,0,1
No,32,Artist,6,1,Cat_3,B,0,1,0,1
Yes,45,Executive,1,3,Cat_3,B,0,1,1,0
Yes,56,Healthcare,NA,3,Cat_6,B,1,1,1,0
No,33,Artist,1,2,Cat_6,C,0,1,0,1
No,29,Artist,NA,3,Cat_6,D,1,1,0,1
Yes,53,Executive,1,4,Cat_4,B,1,1,1,0
No,18,Healthcare,1,3,Cat_6,D,0,0,0,1
No,45,Entertainment,1,1,Cat_7,A,1,1,0,1
Yes,86,Artist,0,NA,Cat_6,A,1,1,0,1
No,26,Doctor,9,4,Cat_6,D,0,1,0,1
Yes,46,Doctor,7,2,Cat_6,C,1,1,0,0
Yes,35,Healthcare,6,2,Cat_6,A,1,1,0,0
No,32,Marketing,8,6,Cat_1,A,0,1,0,1
Yes,36,Artist,NA,2,Cat_6,C,1,1,0,0
Yes,25,Artist,8,2,Cat_4,C,0,1,0,0
Yes,63,Artist,0,4,Cat_6,C,0,1,0,0
No,23,Healthcare,9,4,Cat_6,D,0,0,0,1
No,26,Engineer,9,8,Cat_6,A,0,1,0,1
Yes,46,Artist,1,3,Cat_6,C,0,1,1,0
Yes,70,Engineer,0,2,Cat_6,B,1,0,0,0
Yes,40,Engineer,1,4,Cat_5,B,0,1,0,0
No,33,Entertainment,6,1,Cat_6,A,1,1,0,1
Yes,48,Homemaker,10,3,Cat_6,C,1,1,0,1
No,39,Entertainment,9,2,Cat_3,D,1,1,0,1
Yes,45,Artist,NA,2,Cat_6,A,0,1,0,0
Yes,61,Artist,1,3,Cat_6,C,1,1,0,0
Yes,52,Marketing,1,3,Cat_3,D,1,1,0,1
Yes,26,Entertainment,1,2,Cat_4,A,0,0,0,0
Yes,45,Homemaker,8,NA,Cat_3,A,0,1,0,1
Yes,40,Engineer,1,2,Cat_6,A,0,0,0,1
No,42,Marketing,1,NA,Cat_6,D,1,1,0,1
No,19,Healthcare,0,NA,Cat_6,D,1,0,0,1
No,38,Artist,NA,1,Cat_3,B,0,1,0,1
Yes,73,Artist,2,2,Cat_6,C,0,1,1,0
No,29,Doctor,9,5,Cat_3,B,0,1,0,1
Yes,35,Homemaker,9,4,Cat_6,A,1,1,0,0
No,26,Artist,1,4,Cat_6,C,0,1,0,1
No,39,Healthcare,4,3,Cat_6,D,0,0,0,1
No,28,Healthcare,1,5,Cat_6,D,1,1,0,1
No,37,Artist,1,2,Cat_6,C,0,1,0,1
Yes,36,Homemaker,8,2,Cat_7,B,0,1,0,0
Yes,41,Executive,0,3,Cat_1,D,1,0,0,1
No,39,Engineer,1,1,Cat_6,A,0,1,0,1
Yes,74,Lawyer,1,1,Cat_2,C,1,1,0,1
No,23,Healthcare,0,3,Cat_4,D,0,0,0,1
No,25,Healthcare,3,5,Cat_2,D,1,0,0,1
Yes,50,Artist,0,5,Cat_4,B,0,0,0,0
Yes,67,Lawyer,NA,2,Cat_6,D,0,0,1,0
No,30,Healthcare,2,3,Cat_6,B,0,1,0,1
Yes,66,Entertainment,0,2,Cat_6,B,1,0,0,0
Yes,29,Entertainment,0,2,Cat_6,B,1,1,0,1
Yes,43,Artist,4,1,Cat_6,B,0,0,0,1
Yes,56,Artist,0,1,Cat_6,B,0,1,0,1
Yes,42,Engineer,1,3,Cat_3,A,0,1,1,0
No,39,Artist,7,1,Cat_6,A,0,1,0,1
No,40,Engineer,0,1,Cat_6,A,0,1,0,1
No,26,Healthcare,NA,1,Cat_6,D,1,1,0,1
Yes,39,Artist,0,1,Cat_6,A,0,1,0,1
No,46,Engineer,1,2,Cat_7,D,0,1,0,1
Yes,40,Artist,1,3,Cat_6,B,0,1,1,0
Yes,78,Lawyer,0,2,Cat_6,A,0,0,1,0
Yes,45,Homemaker,8,4,Cat_6,B,0,1,1,0
Yes,58,Artist,0,2,Cat_6,C,1,1,0,0
No,31,Entertainment,0,4,Cat_6,A,0,1,0,1
Yes,57,Engineer,1,4,Cat_3,C,0,1,0,1
No,32,Healthcare,0,4,Cat_6,B,1,1,0,1
Yes,27,Entertainment,6,4,Cat_6,A,1,0,0,1
No,27,Entertainment,6,4,Cat_6,D,1,0,0,1
No,25,Healthcare,9,4,Cat_4,C,1,1,0,1
Yes,57,Executive,1,2,Cat_6,C,1,0,0,1
No,18,Healthcare,11,1,Cat_4,D,1,0,0,1
Yes,69,Artist,0,2,Cat_6,C,0,1,0,1
Yes,59,Engineer,1,2,Cat_4,A,1,0,0,1
Yes,36,Entertainment,7,2,Cat_6,B,0,1,0,0
No,19,Healthcare,1,3,Cat_6,D,1,0,0,1
Yes,40,Artist,9,2,Cat_6,C,0,1,0,1
No,20,Engineer,8,5,Cat_4,D,0,0,0,1
Yes,63,Artist,1,3,Cat_6,C,0,1,0,0
No,42,Homemaker,NA,1,Cat_6,A,0,1,0,1
Yes,42,Entertainment,3,4,Cat_6,B,1,1,0,0
Yes,30,Entertainment,NA,3,Cat_4,D,1,1,0,0
Yes,25,Engineer,7,2,Cat_4,D,0,0,0,0
Yes,48,Executive,1,4,Cat_6,A,1,0,0,0
Yes,52,Artist,0,3,Cat_6,B,0,1,0,1
Yes,35,Artist,8,2,Cat_6,C,1,1,0,0
Yes,74,Lawyer,0,1,Cat_6,D,0,0,0,1
Yes,33,Homemaker,8,4,Cat_4,D,0,0,0,0
Yes,45,Executive,11,9,Cat_4,A,1,0,1,0
Yes,49,Artist,1,1,Cat_6,C,1,0,0,1
Yes,37,Doctor,8,2,Cat_6,A,1,1,0,0
Yes,40,Engineer,0,5,Cat_6,C,0,0,0,1
No,29,Artist,0,3,Cat_4,A,0,0,0,1
Yes,72,Executive,2,7,Cat_4,A,1,0,1,0
Yes,49,Homemaker,2,4,Cat_6,B,0,1,0,0
No,26,Healthcare,0,NA,Cat_6,D,1,0,0,1
Yes,55,Entertainment,0,4,Cat_6,C,1,1,0,0
No,28,Entertainment,14,2,Cat_6,D,1,1,0,1
No,52,Entertainment,1,1,Cat_3,A,1,1,0,1
Yes,59,Homemaker,NA,2,Cat_6,B,0,0,1,0
No,19,Healthcare,NA,NA,Cat_6,D,1,0,0,1
Yes,52,Artist,NA,3,Cat_6,C,1,1,0,0
No,41,Artist,0,1,Cat_6,A,0,0,0,1
NA,22,Healthcare,8,6,Cat_4,D,1,0,1,0
Yes,56,Engineer,0,2,Cat_6,B,0,1,1,0
Yes,51,Marketing,9,1,Cat_3,A,0,1,0,0
Yes,57,Entertainment,0,2,Cat_6,A,1,1,0,1
Yes,60,Entertainment,0,4,Cat_6,A,1,1,0,1
No,27,Entertainment,14,3,Cat_6,D,1,0,0,1
Yes,50,Doctor,0,3,Cat_2,B,1,1,0,0
No,40,Artist,2,1,Cat_6,B,0,1,0,1
Yes,69,Artist,9,2,Cat_6,C,0,1,1,0
No,41,Marketing,1,1,Cat_6,D,0,1,0,1
Yes,70,Entertainment,1,1,Cat_6,A,1,0,0,1
No,32,Entertainment,1,1,Cat_4,A,1,1,0,1
No,20,Marketing,NA,4,Cat_6,C,0,0,0,1
No,73,Lawyer,0,1,Cat_6,B,0,1,0,1
No,19,Engineer,7,5,Cat_2,D,1,0,0,1
Yes,70,Artist,1,2,Cat_6,C,1,0,0,0
Yes,33,Doctor,9,2,Cat_4,D,1,1,0,0
Yes,49,Artist,1,5,Cat_6,C,0,1,0,0
